Latitude,Longitude,Rx(dB),Best unit
-2.55037,-44.21561,7.00000,"0"
-2.55037,-44.21201,5.90000,"0"
-2.55037,-44.20841,11.00000,"0"
-2.55397,-44.35591,5.70000,"3"
-2.55397,-44.35231,5.10000,"0"
-2.55397,-44.34872,4.20000,"0"
-2.55397,-44.34512,8.80000,"0"
-2.55397,-44.34152,9.80000,"0"
-2.55397,-44.33792,1.30000,"0"
-2.55397,-44.33432,-0.40000,"0"
-2.55397,-44.33073,5.80000,"0"
-2.55397,-44.32713,11.00000,"0"
-2.55397,-44.32353,10.50000,"0"
-2.55397,-44.31993,8.50000,"0"
-2.55397,-44.31634,8.40000,"0"
-2.55397,-44.31274,10.10000,"0"
-2.55397,-44.30914,13.90000,"0"
-2.55397,-44.30554,12.50000,"0"
-2.55397,-44.30194,13.30000,"0"
-2.55397,-44.29835,11.30000,"0"
-2.55397,-44.29475,7.30000,"0"
-2.55397,-44.29115,8.00000,"0"
-2.55397,-44.28756,6.80000,"0"
-2.55397,-44.28395,5.40000,"0"
-2.55397,-44.28036,6.80000,"0"
-2.55397,-44.27676,8.20000,"0"
-2.55397,-44.27317,10.10000,"0"
-2.55397,-44.26957,9.70000,"0"
-2.55397,-44.26597,16.90000,"0"
-2.55397,-44.26237,16.10000,"0"
-2.55397,-44.25877,8.00000,"0"
-2.55397,-44.25518,5.30000,"0"
-2.55397,-44.25158,10.80000,"0"
-2.55397,-44.24798,10.60000,"0"
-2.55397,-44.24439,9.10000,"0"
-2.55397,-44.24079,8.90000,"0"
-2.55397,-44.23719,8.80000,"0"
-2.55397,-44.23359,12.20000,"0"
-2.55397,-44.23000,10.10000,"0"
-2.55397,-44.22639,13.70000,"0"
-2.55397,-44.22280,11.50000,"2"
-2.55397,-44.21920,8.40000,"2"
-2.55397,-44.21561,8.10000,"0"
-2.55397,-44.21201,10.00000,"0"
-2.55756,-44.35950,3.90000,"3"
-2.55756,-44.35591,0.20000,"3"
-2.55756,-44.35231,-1.50000,"0"
-2.55756,-44.34871,7.90000,"0"
-2.55756,-44.34512,10.80000,"0"
-2.55756,-44.34152,9.20000,"3"
-2.55756,-44.33792,-0.70000,"0"
-2.55756,-44.33432,10.00000,"0"
-2.55756,-44.33073,16.80000,"0"
-2.55756,-44.32713,12.80000,"0"
-2.55756,-44.32353,8.60000,"0"
-2.55756,-44.31993,-1.20000,"0"
-2.55756,-44.31634,7.70000,"0"
-2.55756,-44.31274,9.80000,"0"
-2.55756,-44.30914,13.00000,"0"
-2.55756,-44.30555,15.00000,"0"
-2.55756,-44.30194,9.00000,"0"
-2.55756,-44.29835,10.00000,"0"
-2.55756,-44.29475,7.20000,"0"
-2.55756,-44.29115,7.10000,"0"
-2.55756,-44.28756,7.90000,"0"
-2.55756,-44.28396,7.40000,"0"
-2.55756,-44.28036,14.50000,"0"
-2.55756,-44.27676,8.50000,"0"
-2.55756,-44.27317,10.90000,"0"
-2.55756,-44.26957,8.50000,"0"
-2.55756,-44.26597,8.90000,"0"
-2.55756,-44.26237,12.50000,"2"
-2.55756,-44.25878,3.10000,"0"
-2.55756,-44.25518,8.10000,"0"
-2.55756,-44.25158,9.60000,"0"
-2.55756,-44.24799,13.50000,"0"
-2.55756,-44.24439,13.80000,"0"
-2.55756,-44.24079,8.30000,"0"
-2.55756,-44.23719,9.10000,"0"
-2.55756,-44.23360,17.10000,"0"
-2.55756,-44.23000,20.10000,"0"
-2.55756,-44.22640,13.70000,"0"
-2.55756,-44.22280,7.60000,"0"
-2.55756,-44.21920,4.90000,"0"
-2.55756,-44.21561,3.90000,"0"
-2.55756,-44.21201,8.30000,"2"
-2.55756,-44.20841,17.00000,"2"
-2.56116,-44.36670,4.80000,"0"
-2.56116,-44.36310,4.70000,"0"
-2.56116,-44.35951,5.10000,"3"
-2.56116,-44.35591,10.40000,"3"
-2.56116,-44.35231,18.80000,"3"
-2.56116,-44.34871,14.50000,"3"
-2.56116,-44.34512,11.60000,"0"
-2.56116,-44.34152,10.40000,"3"
-2.56116,-44.33792,18.60000,"3"
-2.56116,-44.33432,8.90000,"0"
-2.56116,-44.33073,9.70000,"0"
-2.56116,-44.32713,11.60000,"0"
-2.56116,-44.32353,5.70000,"0"
-2.56116,-44.31993,3.10000,"0"
-2.56116,-44.31634,10.10000,"0"
-2.56116,-44.31274,13.40000,"0"
-2.56116,-44.30914,5.70000,"0"
-2.56116,-44.30554,9.20000,"0"
-2.56116,-44.30195,7.20000,"0"
-2.56116,-44.29835,7.50000,"0"
-2.56116,-44.29475,5.50000,"0"
-2.56116,-44.29116,5.40000,"0"
-2.56116,-44.28756,11.20000,"0"
-2.56116,-44.28396,9.80000,"0"
-2.56116,-44.28036,11.40000,"0"
-2.56116,-44.27676,13.00000,"0"
-2.56116,-44.27317,13.10000,"0"
-2.56116,-44.26957,7.10000,"0"
-2.56116,-44.26597,9.10000,"0"
-2.56116,-44.26237,8.60000,"0"
-2.56116,-44.25878,12.30000,"0"
-2.56116,-44.25518,13.30000,"0"
-2.56116,-44.25158,9.80000,"0"
-2.56116,-44.24799,10.30000,"0"
-2.56116,-44.24438,12.10000,"0"
-2.56116,-44.24079,9.00000,"0"
-2.56116,-44.23719,8.70000,"0"
-2.56116,-44.23359,10.50000,"0"
-2.56116,-44.23000,17.90000,"2"
-2.56116,-44.22640,11.00000,"0"
-2.56116,-44.22281,9.90000,"0"
-2.56116,-44.21920,10.40000,"0"
-2.56116,-44.21561,11.80000,"0"
-2.56116,-44.21201,8.80000,"0"
-2.56116,-44.20841,19.70000,"2"
-2.56475,-44.37389,5.30000,"0"
-2.56475,-44.37030,3.80000,"3"
-2.56475,-44.36670,-1.10000,"0"
-2.56475,-44.36310,4.10000,"0"
-2.56475,-44.35950,3.90000,"0"
-2.56475,-44.35590,6.70000,"3"
-2.56475,-44.35231,10.60000,"0"
-2.56475,-44.34871,11.40000,"3"
-2.56475,-44.34512,9.00000,"0"
-2.56475,-44.34152,10.00000,"3"
-2.56475,-44.33792,14.00000,"3"
-2.56475,-44.33432,26.60000,"3"
-2.56475,-44.33073,19.50000,"3"
-2.56475,-44.32713,17.80000,"3"
-2.56475,-44.32353,22.00000,"3"
-2.56475,-44.31993,23.40000,"3"
-2.56475,-44.31633,22.90000,"0"
-2.56475,-44.31274,16.30000,"0"
-2.56475,-44.30914,9.60000,"0"
-2.56475,-44.30554,7.70000,"0"
-2.56475,-44.30194,6.60000,"0"
-2.56475,-44.29835,8.70000,"0"
-2.56475,-44.29475,5.90000,"0"
-2.56475,-44.29115,6.10000,"0"
-2.56475,-44.28756,4.30000,"0"
-2.56475,-44.28396,8.30000,"0"
-2.56475,-44.28036,10.90000,"0"
-2.56475,-44.27676,9.00000,"0"
-2.56475,-44.27316,14.20000,"0"
-2.56475,-44.26957,10.80000,"0"
-2.56475,-44.26597,10.00000,"0"
-2.56475,-44.26237,9.20000,"0"
-2.56475,-44.25877,7.80000,"0"
-2.56475,-44.25518,7.80000,"0"
-2.56475,-44.25158,8.10000,"0"
-2.56475,-44.24799,8.90000,"0"
-2.56475,-44.24438,10.60000,"0"
-2.56475,-44.24079,8.00000,"0"
-2.56475,-44.23719,10.60000,"0"
-2.56475,-44.23359,8.10000,"0"
-2.56475,-44.23000,13.40000,"0"
-2.56475,-44.22639,14.60000,"0"
-2.56475,-44.22280,15.00000,"0"
-2.56475,-44.21920,19.50000,"0"
-2.56475,-44.21561,17.40000,"2"
-2.56475,-44.21201,19.00000,"2"
-2.56475,-44.20841,14.80000,"2"
-2.56475,-44.20121,17.40000,"2"
-2.56475,-44.19762,20.30000,"2"
-2.56475,-44.19402,10.10000,"0"
-2.56834,-44.37390,9.40000,"3"
-2.56834,-44.37030,5.60000,"0"
-2.56834,-44.36670,-6.10000,"3"
-2.56834,-44.36310,18.60000,"3"
-2.56834,-44.35950,15.50000,"3"
-2.56834,-44.35591,11.90000,"0"
-2.56834,-44.35231,11.60000,"0"
-2.56834,-44.34872,12.70000,"3"
-2.56834,-44.34512,12.40000,"3"
-2.56834,-44.34152,12.70000,"0"
-2.56834,-44.33792,23.50000,"3"
-2.56834,-44.33432,24.30000,"3"
-2.56834,-44.33073,24.80000,"3"
-2.56834,-44.32713,20.40000,"3"
-2.56834,-44.32353,23.10000,"3"
-2.56834,-44.31993,22.00000,"3"
-2.56834,-44.31634,12.80000,"3"
-2.56834,-44.31274,19.30000,"0"
-2.56834,-44.30914,9.80000,"0"
-2.56834,-44.30555,12.90000,"0"
-2.56834,-44.30194,17.60000,"0"
-2.56834,-44.29835,7.40000,"0"
-2.56834,-44.29475,5.70000,"0"
-2.56834,-44.29116,5.10000,"0"
-2.56834,-44.28756,5.60000,"0"
-2.56834,-44.28396,7.30000,"0"
-2.56834,-44.28036,10.30000,"0"
-2.56834,-44.27676,11.70000,"0"
-2.56834,-44.27317,7.40000,"0"
-2.56834,-44.26957,7.40000,"0"
-2.56834,-44.26597,18.40000,"0"
-2.56834,-44.26237,9.80000,"0"
-2.56834,-44.25877,4.90000,"0"
-2.56834,-44.25518,9.20000,"0"
-2.56834,-44.25158,11.40000,"0"
-2.56834,-44.24798,9.00000,"0"
-2.56834,-44.24438,9.70000,"0"
-2.56834,-44.24079,6.90000,"0"
-2.56834,-44.23719,22.40000,"2"
-2.56834,-44.23360,24.00000,"2"
-2.56834,-44.23000,20.80000,"2"
-2.56834,-44.22640,23.10000,"2"
-2.56834,-44.22280,23.10000,"2"
-2.56834,-44.21921,16.20000,"2"
-2.56834,-44.21561,19.70000,"2"
-2.56834,-44.21201,20.00000,"2"
-2.56834,-44.20841,23.40000,"2"
-2.56834,-44.20482,21.20000,"2"
-2.56834,-44.20122,20.00000,"2"
-2.56834,-44.19762,19.00000,"2"
-2.56834,-44.19402,9.70000,"0"
-2.56834,-44.19042,3.10000,"0"
-2.57194,-44.37030,7.80000,"3"
-2.57194,-44.36670,19.90000,"3"
-2.57194,-44.36310,14.30000,"3"
-2.57194,-44.35951,14.50000,"3"
-2.57194,-44.35591,9.60000,"3"
-2.57194,-44.35231,20.70000,"3"
-2.57194,-44.34871,23.90000,"3"
-2.57194,-44.34512,15.10000,"3"
-2.57194,-44.34152,28.30000,"3"
-2.57194,-44.33792,30.90000,"3"
-2.57194,-44.33432,22.70000,"3"
-2.57194,-44.33073,25.60000,"3"
-2.57194,-44.32713,23.80000,"3"
-2.57194,-44.32353,12.80000,"0"
-2.57194,-44.31993,13.60000,"3"
-2.57194,-44.31634,10.90000,"3"
-2.57194,-44.31274,16.00000,"3"
-2.57194,-44.30914,22.90000,"3"
-2.57194,-44.30555,9.70000,"0"
-2.57194,-44.30195,19.60000,"3"
-2.57194,-44.29835,18.60000,"3"
-2.57194,-44.29475,10.10000,"0"
-2.57194,-44.29116,7.30000,"0"
-2.57194,-44.28756,7.90000,"0"
-2.57194,-44.28396,14.70000,"0"
-2.57194,-44.28036,5.00000,"0"
-2.57194,-44.27676,5.70000,"0"
-2.57194,-44.27317,7.50000,"0"
-2.57194,-44.26957,4.00000,"0"
-2.57194,-44.26597,17.50000,"0"
-2.57194,-44.26237,15.70000,"0"
-2.57194,-44.25877,7.60000,"0"
-2.57194,-44.25518,13.50000,"0"
-2.57194,-44.25158,12.10000,"0"
-2.57194,-44.24799,19.10000,"0"
-2.57194,-44.24438,12.40000,"0"
-2.57194,-44.24079,23.40000,"2"
-2.57194,-44.23719,25.00000,"2"
-2.57194,-44.23359,25.50000,"2"
-2.57194,-44.23000,25.10000,"2"
-2.57194,-44.22640,26.60000,"2"
-2.57194,-44.22280,23.30000,"2"
-2.57194,-44.21920,22.00000,"2"
-2.57194,-44.21561,21.70000,"2"
-2.57194,-44.21201,19.10000,"2"
-2.57194,-44.20841,18.70000,"2"
-2.57194,-44.20482,19.90000,"2"
-2.57194,-44.20122,17.50000,"2"
-2.57194,-44.19762,16.40000,"2"
-2.57194,-44.19402,11.90000,"0"
-2.57194,-44.19042,9.90000,"0"
-2.57553,-44.37030,14.10000,"3"
-2.57553,-44.36670,16.50000,"3"
-2.57553,-44.36310,16.70000,"3"
-2.57553,-44.35950,19.10000,"3"
-2.57553,-44.35591,12.00000,"3"
-2.57553,-44.35231,15.10000,"3"
-2.57553,-44.34871,15.50000,"3"
-2.57553,-44.34512,25.50000,"3"
-2.57553,-44.34152,24.80000,"3"
-2.57553,-44.33792,33.20000,"3"
-2.57553,-44.33432,22.10000,"3"
-2.57553,-44.33073,23.30000,"3"
-2.57553,-44.32713,21.00000,"3"
-2.57553,-44.32353,25.00000,"3"
-2.57553,-44.31993,17.70000,"0"
-2.57553,-44.31634,14.50000,"0"
-2.57553,-44.31274,12.70000,"3"
-2.57553,-44.30914,30.50000,"3"
-2.57553,-44.30554,12.50000,"0"
-2.57553,-44.30194,19.00000,"3"
-2.57553,-44.29835,6.00000,"0"
-2.57553,-44.29475,18.30000,"0"
-2.57553,-44.29115,11.20000,"0"
-2.57553,-44.28756,11.10000,"0"
-2.57553,-44.28396,16.70000,"0"
-2.57553,-44.28036,7.00000,"0"
-2.57553,-44.27676,5.20000,"0"
-2.57553,-44.27316,4.00000,"0"
-2.57553,-44.26957,6.60000,"0"
-2.57553,-44.26597,7.90000,"0"
-2.57553,-44.26237,6.10000,"0"
-2.57553,-44.25878,14.50000,"0"
-2.57553,-44.25518,6.80000,"0"
-2.57553,-44.25158,12.80000,"0"
-2.57553,-44.24798,14.10000,"0"
-2.57553,-44.24439,23.40000,"0"
-2.57553,-44.24079,26.50000,"2"
-2.57553,-44.23719,25.60000,"2"
-2.57553,-44.23359,25.40000,"2"
-2.57553,-44.22999,28.40000,"2"
-2.57553,-44.22639,19.70000,"2"
-2.57553,-44.22280,16.30000,"2"
-2.57553,-44.21920,25.30000,"2"
-2.57553,-44.21561,16.10000,"2"
-2.57553,-44.21201,18.10000,"2"
-2.57553,-44.20841,20.00000,"2"
-2.57553,-44.20481,20.50000,"2"
-2.57553,-44.20122,21.20000,"2"
-2.57553,-44.19762,15.60000,"0"
-2.57553,-44.19402,15.70000,"0"
-2.57553,-44.19043,14.30000,"2"
-2.57553,-44.18682,10.90000,"2"
-2.57913,-44.36670,17.70000,"3"
-2.57913,-44.36311,20.40000,"3"
-2.57913,-44.35951,15.60000,"3"
-2.57913,-44.35591,15.40000,"3"
-2.57913,-44.35231,20.80000,"3"
-2.57913,-44.34872,13.70000,"3"
-2.57913,-44.34512,13.40000,"3"
-2.57913,-44.34152,17.20000,"3"
-2.57913,-44.33792,33.80000,"3"
-2.57913,-44.33433,24.10000,"3"
-2.57913,-44.33073,24.90000,"3"
-2.57913,-44.32713,23.00000,"3"
-2.57913,-44.32353,33.80000,"3"
-2.57913,-44.31993,28.10000,"3"
-2.57913,-44.31634,30.50000,"3"
-2.57913,-44.31274,22.60000,"3"
-2.57913,-44.30914,19.40000,"3"
-2.57913,-44.30554,11.90000,"3"
-2.57913,-44.30195,13.70000,"0"
-2.57913,-44.29835,20.50000,"3"
-2.57913,-44.29475,6.40000,"0"
-2.57913,-44.29116,15.10000,"0"
-2.57913,-44.28756,15.50000,"0"
-2.57913,-44.28396,18.10000,"0"
-2.57913,-44.28036,11.40000,"0"
-2.57913,-44.27677,9.30000,"0"
-2.57913,-44.27317,13.90000,"0"
-2.57913,-44.26957,16.70000,"0"
-2.57913,-44.26597,4.80000,"0"
-2.57913,-44.26237,22.60000,"0"
-2.57913,-44.25878,10.20000,"0"
-2.57913,-44.25518,14.50000,"0"
-2.57913,-44.25158,24.20000,"2"
-2.57913,-44.24799,19.90000,"0"
-2.57913,-44.24439,26.50000,"2"
-2.57913,-44.24080,24.40000,"2"
-2.57913,-44.23720,27.00000,"2"
-2.57913,-44.23359,33.70000,"2"
-2.57913,-44.23000,30.20000,"2"
-2.57913,-44.22640,30.40000,"2"
-2.57913,-44.22280,26.00000,"2"
-2.57913,-44.21921,29.00000,"2"
-2.57913,-44.21561,18.00000,"2"
-2.57912,-44.21201,14.00000,"2"
-2.57913,-44.20841,18.90000,"2"
-2.57913,-44.20482,21.20000,"2"
-2.57913,-44.20122,18.90000,"2"
-2.57913,-44.19762,15.10000,"2"
-2.57913,-44.19402,11.10000,"0"
-2.57913,-44.19042,8.60000,"0"
-2.57913,-44.18683,5.70000,"0"
-2.58272,-44.36310,11.40000,"3"
-2.58272,-44.35951,17.50000,"3"
-2.58272,-44.35591,20.40000,"3"
-2.58272,-44.35231,13.70000,"3"
-2.58272,-44.34871,13.00000,"3"
-2.58272,-44.34512,14.30000,"3"
-2.58272,-44.34152,29.40000,"3"
-2.58272,-44.33792,38.40000,"3"
-2.58272,-44.33432,35.70000,"3"
-2.58272,-44.33073,27.00000,"3"
-2.58272,-44.32713,31.90000,"3"
-2.58272,-44.32353,36.10000,"3"
-2.58272,-44.31994,25.60000,"3"
-2.58272,-44.31634,23.70000,"3"
-2.58272,-44.31274,27.00000,"3"
-2.58272,-44.30914,12.50000,"0"
-2.58272,-44.30554,14.00000,"0"
-2.58272,-44.30194,15.20000,"0"
-2.58272,-44.29834,13.60000,"3"
-2.58272,-44.29475,9.50000,"0"
-2.58272,-44.29116,14.30000,"0"
-2.58272,-44.28756,11.50000,"0"
-2.58272,-44.28396,8.90000,"0"
-2.58272,-44.28036,14.70000,"0"
-2.58272,-44.27676,12.80000,"0"
-2.58272,-44.27316,11.00000,"0"
-2.58272,-44.26957,14.70000,"0"
-2.58272,-44.26597,14.50000,"0"
-2.58272,-44.26237,27.20000,"0"
-2.58272,-44.25878,12.50000,"0"
-2.58272,-44.25518,16.80000,"2"
-2.58272,-44.25158,15.60000,"2"
-2.58272,-44.24799,21.20000,"2"
-2.58272,-44.24439,31.80000,"2"
-2.58272,-44.24079,33.40000,"2"
-2.58272,-44.23719,34.40000,"2"
-2.58272,-44.23359,33.70000,"2"
-2.58272,-44.23000,35.40000,"2"
-2.58272,-44.22640,34.00000,"2"
-2.58272,-44.22280,26.00000,"2"
-2.58272,-44.21920,30.90000,"2"
-2.58272,-44.21561,17.80000,"2"
-2.58272,-44.21201,11.50000,"2"
-2.58272,-44.20841,18.20000,"2"
-2.58272,-44.20481,22.10000,"2"
-2.58272,-44.20122,13.20000,"0"
-2.58272,-44.19762,9.10000,"0"
-2.58272,-44.19402,9.30000,"2"
-2.58272,-44.19042,9.60000,"2"
-2.58272,-44.18683,4.20000,"0"
-2.58272,-44.18323,2.80000,"0"
-2.58631,-44.35950,21.00000,"3"
-2.58631,-44.35590,20.80000,"3"
-2.58631,-44.35231,26.70000,"3"
-2.58631,-44.34871,22.70000,"3"
-2.58631,-44.34512,21.60000,"3"
-2.58631,-44.34151,36.70000,"3"
-2.58631,-44.33792,39.50000,"3"
-2.58631,-44.33432,42.40000,"3"
-2.58631,-44.33073,27.80000,"3"
-2.58631,-44.32713,35.80000,"3"
-2.58631,-44.32352,36.40000,"3"
-2.58631,-44.31993,28.90000,"3"
-2.58631,-44.31634,26.80000,"3"
-2.58631,-44.31274,18.70000,"3"
-2.58631,-44.30914,14.00000,"3"
-2.58631,-44.30554,15.80000,"3"
-2.58631,-44.30194,18.00000,"3"
-2.58631,-44.29835,10.70000,"0"
-2.58631,-44.29475,9.60000,"0"
-2.58631,-44.29115,11.80000,"0"
-2.58631,-44.28756,13.40000,"0"
-2.58631,-44.28396,17.50000,"0"
-2.58631,-44.28036,19.10000,"0"
-2.58631,-44.27676,12.40000,"0"
-2.58631,-44.27317,19.40000,"0"
-2.58631,-44.26957,4.50000,"0"
-2.58631,-44.26597,13.70000,"0"
-2.58631,-44.26237,21.30000,"0"
-2.58631,-44.25877,23.20000,"2"
-2.58631,-44.25518,15.90000,"0"
-2.58631,-44.25158,21.40000,"2"
-2.58631,-44.24798,31.80000,"2"
-2.58631,-44.24438,34.10000,"2"
-2.58631,-44.24079,38.70000,"2"
-2.58631,-44.23719,38.30000,"2"
-2.58631,-44.23359,38.60000,"2"
-2.58631,-44.23000,32.30000,"2"
-2.58631,-44.22639,28.40000,"2"
-2.58631,-44.22280,26.90000,"2"
-2.58631,-44.21920,28.10000,"2"
-2.58631,-44.21561,21.20000,"2"
-2.58631,-44.21201,13.10000,"2"
-2.58631,-44.20841,18.80000,"2"
-2.58631,-44.20481,21.80000,"2"
-2.58631,-44.20121,20.20000,"0"
-2.58631,-44.19762,16.60000,"0"
-2.58631,-44.19402,17.40000,"2"
-2.58631,-44.19042,11.60000,"0"
-2.58631,-44.18683,4.00000,"0"
-2.58631,-44.18323,0.50000,"0"
-2.58631,-44.17963,-0.80000,"0"
-2.58991,-44.35951,9.80000,"3"
-2.58991,-44.35591,19.60000,"3"
-2.58991,-44.35231,11.20000,"3"
-2.58991,-44.34872,32.80000,"3"
-2.58991,-44.34512,36.10000,"3"
-2.58991,-44.34152,37.50000,"3"
-2.58991,-44.33792,28.40000,"3"
-2.58991,-44.33432,31.30000,"3"
-2.58991,-44.33073,46.30000,"3"
-2.58991,-44.32713,44.30000,"3"
-2.58991,-44.32353,39.80000,"3"
-2.58991,-44.31994,37.90000,"3"
-2.58991,-44.31634,29.50000,"3"
-2.58991,-44.31274,16.50000,"3"
-2.58991,-44.30914,24.80000,"0"
-2.58991,-44.30555,13.00000,"0"
-2.58991,-44.30195,17.50000,"0"
-2.58991,-44.29835,14.80000,"0"
-2.58991,-44.29475,14.10000,"0"
-2.58991,-44.29116,15.60000,"0"
-2.58991,-44.28756,11.30000,"0"
-2.58991,-44.28396,14.60000,"0"
-2.58991,-44.28036,19.30000,"0"
-2.58991,-44.27676,12.20000,"0"
-2.58991,-44.27317,7.50000,"0"
-2.58991,-44.26957,14.50000,"0"
-2.58991,-44.26597,18.90000,"0"
-2.58991,-44.26237,20.30000,"0"
-2.58991,-44.25878,24.00000,"0"
-2.58991,-44.25518,21.40000,"2"
-2.58991,-44.25158,31.60000,"2"
-2.58991,-44.24799,34.30000,"2"
-2.58991,-44.24439,39.20000,"2"
-2.58991,-44.24079,41.50000,"2"
-2.58991,-44.23719,43.20000,"2"
-2.58991,-44.23359,39.50000,"2"
-2.58991,-44.23000,37.80000,"2"
-2.58991,-44.22640,33.00000,"2"
-2.58991,-44.22281,28.30000,"2"
-2.58991,-44.21921,25.70000,"2"
-2.58991,-44.21561,22.30000,"2"
-2.58991,-44.21201,13.00000,"2"
-2.58991,-44.20842,14.70000,"0"
-2.58991,-44.20481,19.20000,"0"
-2.58991,-44.20122,19.10000,"0"
-2.58991,-44.19762,18.80000,"2"
-2.58991,-44.19402,18.50000,"2"
-2.58991,-44.19043,14.00000,"0"
-2.58991,-44.18683,1.90000,"0"
-2.58991,-44.18323,0.40000,"0"
-2.58991,-44.17963,0.60000,"0"
-2.58991,-44.17604,2.00000,"0"
-2.59350,-44.35591,22.20000,"3"
-2.59350,-44.35231,26.30000,"3"
-2.59350,-44.34871,27.50000,"3"
-2.59350,-44.34512,25.00000,"3"
-2.59350,-44.34152,17.70000,"3"
-2.59350,-44.33792,27.90000,"3"
-2.59350,-44.33432,38.40000,"3"
-2.59350,-44.33073,13.10000,"0"
-2.59350,-44.32713,44.80000,"3"
-2.59350,-44.32353,42.40000,"3"
-2.59350,-44.31993,38.50000,"3"
-2.59350,-44.31634,32.90000,"3"
-2.59350,-44.31274,19.70000,"3"
-2.59350,-44.30914,22.70000,"3"
-2.59350,-44.30554,24.60000,"3"
-2.59350,-44.30194,24.00000,"3"
-2.59350,-44.29835,20.50000,"3"
-2.59350,-44.29475,25.70000,"3"
-2.59350,-44.29116,26.00000,"3"
-2.59350,-44.28756,14.80000,"0"
-2.59350,-44.28396,8.90000,"0"
-2.59350,-44.28036,7.10000,"0"
-2.59350,-44.27676,6.80000,"0"
-2.59350,-44.27317,19.70000,"0"
-2.59350,-44.26957,22.70000,"0"
-2.59350,-44.26597,9.40000,"0"
-2.59350,-44.26237,8.80000,"0"
-2.59350,-44.25878,29.00000,"2"
-2.59350,-44.25518,26.60000,"2"
-2.59350,-44.25158,24.00000,"2"
-2.59350,-44.24799,33.10000,"2"
-2.59350,-44.24438,41.40000,"2"
-2.59350,-44.24079,44.80000,"2"
-2.59350,-44.23719,47.30000,"2"
-2.59350,-44.23359,45.50000,"2"
-2.59350,-44.23000,42.30000,"2"
-2.59350,-44.22640,37.70000,"2"
-2.59350,-44.22280,33.70000,"2"
-2.59350,-44.21920,25.20000,"2"
-2.59350,-44.21561,21.60000,"2"
-2.59350,-44.21201,12.30000,"0"
-2.59350,-44.20841,14.30000,"0"
-2.59350,-44.20482,16.70000,"0"
-2.59350,-44.20122,17.80000,"2"
-2.59350,-44.19762,19.20000,"2"
-2.59350,-44.19402,18.80000,"2"
-2.59350,-44.19043,9.40000,"0"
-2.59350,-44.18683,4.40000,"0"
-2.59350,-44.18323,5.20000,"0"
-2.59350,-44.17963,6.00000,"0"
-2.59350,-44.17604,5.50000,"0"
-2.59350,-44.17244,7.70000,"0"
-2.59709,-44.35591,21.70000,"3"
-2.59709,-44.35231,23.40000,"3"
-2.59709,-44.34871,20.80000,"3"
-2.59709,-44.34512,17.90000,"3"
-2.59709,-44.34151,36.50000,"3"
-2.59709,-44.33792,43.10000,"3"
-2.59709,-44.33432,47.90000,"3"
-2.59709,-44.33073,22.20000,"3"
-2.59709,-44.32713,43.70000,"3"
-2.59709,-44.32353,40.30000,"3"
-2.59709,-44.31993,38.80000,"3"
-2.59709,-44.31633,23.50000,"3"
-2.59709,-44.31274,26.10000,"3"
-2.59709,-44.30914,28.50000,"3"
-2.59709,-44.30554,24.50000,"3"
-2.59709,-44.30194,28.50000,"3"
-2.59709,-44.29835,29.30000,"3"
-2.59709,-44.29475,18.40000,"3"
-2.59709,-44.29115,23.90000,"3"
-2.59709,-44.28756,25.10000,"0"
-2.59709,-44.28396,10.20000,"0"
-2.59709,-44.28036,18.10000,"2"
-2.59709,-44.27676,12.60000,"2"
-2.59709,-44.27317,13.40000,"0"
-2.59709,-44.26957,9.90000,"0"
-2.59709,-44.26597,18.80000,"0"
-2.59709,-44.26237,10.10000,"0"
-2.59709,-44.25877,16.60000,"0"
-2.59709,-44.25518,31.40000,"2"
-2.59709,-44.25158,23.10000,"2"
-2.59709,-44.24798,33.70000,"2"
-2.59709,-44.24438,39.50000,"2"
-2.59709,-44.24079,46.40000,"2"
-2.59709,-44.23719,17.30000,"0"
-2.59709,-44.23359,44.50000,"2"
-2.59709,-44.23000,43.60000,"2"
-2.59709,-44.22640,37.30000,"2"
-2.59709,-44.22281,26.00000,"0"
-2.59709,-44.21920,22.20000,"0"
-2.59709,-44.21560,20.50000,"0"
-2.59709,-44.21201,19.20000,"0"
-2.59709,-44.20841,14.40000,"0"
-2.59709,-44.20481,17.30000,"2"
-2.59709,-44.20121,17.30000,"2"
-2.59709,-44.19762,17.50000,"2"
-2.59709,-44.19402,17.40000,"2"
-2.59709,-44.19042,14.70000,"0"
-2.59709,-44.18682,11.70000,"0"
-2.59709,-44.18322,12.60000,"0"
-2.59709,-44.17963,11.60000,"0"
-2.59709,-44.17604,5.10000,"0"
-2.59709,-44.17244,2.20000,"0"
-2.59709,-44.16884,2.90000,"0"
-2.60069,-44.35231,16.60000,"3"
-2.60069,-44.34872,14.90000,"3"
-2.60069,-44.34512,15.80000,"3"
-2.60069,-44.34152,38.60000,"3"
-2.60069,-44.33792,38.80000,"3"
-2.60069,-44.33432,33.20000,"3"
-2.60069,-44.33073,40.80000,"3"
-2.60069,-44.32713,40.50000,"3"
-2.60069,-44.32353,38.10000,"3"
-2.60069,-44.31993,35.90000,"3"
-2.60069,-44.31634,28.80000,"3"
-2.60069,-44.31274,30.80000,"3"
-2.60069,-44.30914,31.80000,"3"
-2.60069,-44.30554,12.20000,"0"
-2.60069,-44.30194,8.80000,"0"
-2.60069,-44.29835,15.60000,"3"
-2.60069,-44.29475,23.60000,"3"
-2.60069,-44.29115,27.80000,"3"
